IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
97,2,No,No,High,Low,High
77,5,Yes,No,Low,High,Low
120,5,No,Yes,High,Medium,High
95,10,Yes,Yes,High,High,Medium
92,10,No,No,Medium,Low,Medium
123,2,No,Yes,High,Low,High
81,10,Yes,No,High,High,Low
83,4,Yes,No,High,Low,Low
83,9,No,No,Medium,High,Medium
98,4,No,Yes,High,High,High
106,1,Yes,No,Medium,Low,Low
111,5,Yes,No,Low,Low,Low
138,2,Yes,Yes,High,Low,High
66,6,No,No,High,Low,High
109,1,No,No,High,Low,Medium
91,7,Yes,No,Low,Medium,Medium
91,7,No,No,Low,Medium,High
90,4,No,No,High,Medium,Medium
86,9,Yes,No,Low,High,Medium
125,3,Yes,Yes,High,Medium,High
112,5,No,Yes,High,Medium,Medium
100,5,No,No,High,Medium,Low
120,8,Yes,No,Low,Medium,Low
77,10,No,No,High,Low,Low
80,10,No,Yes,High,High,Medium
67,4,Yes,No,Medium,High,Medium
89,1,Yes,No,Medium,Low,High
102,5,Yes,No,Medium,Medium,Medium
101,1,No,No,Low,Low,Low
102,3,Yes,No,High,Medium,Low
78,6,Yes,No,High,Medium,Medium
112,1,Yes,Yes,High,High,Medium
103,10,No,No,High,Low,High
110,3,Yes,No,High,Low,Low
71,7,No,No,Low,Low,Low
104,2,Yes,No,High,Medium,High
82,6,No,No,High,Low,Low
94,7,No,No,High,Low,High
108,2,Yes,No,High,High,Low
101,5,Yes,No,,Medium,High
87,10,Yes,No,High,Low,Low
100,10,Yes,No,High,Low,Medium
77,1,No,No,Low,High,Medium
117,3,Yes,Yes,High,High,Medium
96,1,No,No,High,Low,High
116,3,Yes,No,Medium,Low,High
92,4,Yes,No,Low,High,Low
92,5,Yes,No,High,Low,Low
88,4,Yes,No,Medium,Medium,Medium
113,4,Yes,No,Medium,Medium,High
89,9,No,No,High,Low,Low
109,9,Yes,No,High,Medium,Low
94,9,No,No,High,High,Low
70,5,No,No,High,High,Low
91,5,No,No,Medium,Low,Low
82,2,No,No,Medium,High,Low
100,6,No,No,Medium,Low,High
82,2,Yes,No,Low,Low,High
113,10,Yes,Yes,High,High,High
98,5,No,No,High,Low,Low
97,5,Yes,No,Low,Low,Low
109,4,No,No,Medium,Medium,Low
114,5,Yes,Yes,Medium,High,Medium
99,7,No,No,High,High,High
88,10,No,No,Low,Low,Low
73,2,No,No,High,Low,Low
89,1,No,No,Medium,Medium,Low
90,4,Yes,No,Low,High,Medium
101,7,Yes,No,Low,Medium,Medium
94,1,No,No,High,Low,High
110,4,No,No,Low,High,Low
90,6,No,No,Low,High,Low
99,6,No,No,Medium,Low,High
117,1,Yes,Yes,High,High,High
105,7,No,No,Low,Medium,High
99,5,No,No,Medium,Low,Low
90,6,Yes,No,Medium,Low,Medium
90,1,No,No,Low,Low,High
87,7,Yes,No,High,High,Low
91,4,No,No,Low,Low,Medium
111,3,No,No,Low,Low,Medium
96,4,No,No,High,Low,Low
79,9,Yes,No,Medium,Medium,Medium
126,5,Yes,No,Low,Low,Medium
104,5,No,No,Medium,Low,Medium
78,8,No,Yes,,High,Medium
93,7,Yes,No,High,Medium,Low
101,3,Yes,No,High,Low,Low
125,1,No,No,High,Low,Low
83,2,Yes,No,,Medium,Medium
114,3,Yes,Yes,High,Low,Medium
120,1,No,No,High,Medium,Low
90,1,No,No,Medium,High,High
95,8,Yes,No,Low,High,Low
84,8,No,No,High,High,Medium
96,2,Yes,Yes,,High,High
99,8,Yes,No,Medium,Medium,Medium
109,2,No,No,High,Medium,High
116,5,No,No,Medium,Medium,Medium
88,1,No,No,Medium,Medium,Low
70,9,Yes,No,Medium,Low,High
99,4,Yes,No,High,Medium,High
104,10,Yes,No,Medium,Low,High
103,2,Yes,No,High,Low,Low
95,1,No,No,High,Medium,High
101,6,No,Yes,High,High,Medium
122,8,No,No,Low,Low,Low
105,4,No,No,High,Medium,Low
94,1,No,No,Medium,Low,High
92,1,Yes,No,Medium,Medium,Low
97,6,Yes,No,High,Low,Low
124,2,No,No,Medium,High,Low
97,5,No,No,Low,Medium,Medium
99,2,No,No,Medium,Low,Low
92,9,No,No,High,Low,High
116,2,Yes,No,Medium,Low,High
129,5,Yes,No,High,Low,High
106,4,No,No,High,Low,Low
101,1,No,No,High,Low,High
100,10,No,Yes,High,High,High
64,9,No,No,Medium,Medium,Medium
111,3,Yes,No,Medium,Medium,High
102,10,Yes,No,Medium,Low,Medium
106,8,No,No,Medium,High,Medium
89,4,No,Yes,High,High,Medium
94,9,Yes,No,Low,High,Medium
93,5,Yes,No,Medium,Low,Medium
115,2,Yes,Yes,High,Low,High
94,8,No,No,High,Low,Medium
131,4,No,Yes,High,High,Medium
106,2,No,No,High,Medium,Low
80,6,Yes,No,High,Low,Medium
98,1,No,No,High,Medium,Medium
90,8,Yes,No,Medium,Low,Low
67,9,Yes,No,,Medium,High
123,7,No,Yes,High,High,Medium
110,9,Yes,No,Medium,Medium,Low
107,2,Yes,No,Medium,Medium,Medium
102,1,No,Yes,High,High,Medium
79,7,Yes,No,High,Low,Low
92,4,No,No,Medium,Low,Medium
112,10,Yes,No,Low,Medium,Medium
84,8,No,No,High,Medium,High
62,3,No,No,High,Medium,High
96,7,Yes,No,Medium,Medium,Low
97,7,No,No,Medium,Medium,Low
102,10,Yes,No,High,Low,Medium
110,9,No,No,Medium,Medium,Medium
109,4,No,No,High,Low,High
103,10,No,No,Low,Medium,Medium
117,1,Yes,No,Low,Low,Medium
77,7,Yes,No,Low,Low,Low
107,10,Yes,No,Medium,Low,Low
109,6,No,No,Low,Low,High
81,1,No,No,Low,Low,High
77,9,Yes,No,High,Medium,Medium
88,10,Yes,No,Low,High,Medium
90,8,Yes,No,High,Low,High
111,10,Yes,No,Medium,Medium,High
90,4,No,Yes,High,High,High
87,5,Yes,No,Medium,High,Low
90,8,No,No,Low,High,High
116,2,Yes,No,High,Medium,High
100,6,No,No,High,High,Low
97,10,Yes,No,High,Low,Medium
98,2,No,Yes,High,High,High
119,8,No,Yes,High,High,High
88,5,No,No,High,Low,Medium
119,10,No,No,High,Medium,Low
103,3,Yes,No,High,Medium,Medium
97,2,Yes,No,High,Medium,High
137,4,No,Yes,High,Low,High
84,8,No,No,Low,High,Medium
94,1,Yes,No,Medium,Low,Low
81,10,No,No,High,High,Low
114,3,No,No,High,Medium,Low
125,1,Yes,No,Medium,Medium,Medium
125,2,Yes,Yes,High,Low,Medium
118,10,Yes,No,Medium,Low,Low
97,7,Yes,No,Low,Medium,Low
94,1,No,No,Low,High,Medium
74,9,Yes,No,High,Low,High
130,8,No,Yes,High,High,Medium
107,1,No,No,Medium,Low,Medium
92,10,No,No,High,Medium,High
119,1,No,No,Low,Low,High
85,2,No,No,Low,High,Low
106,2,No,No,High,Low,Low
97,6,Yes,No,Medium,Medium,Medium
109,1,Yes,No,High,Low,Medium
99,4,No,No,High,High,Low
78,7,Yes,No,High,Low,Low
101,9,Yes,No,Low,High,High
115,10,No,No,High,High,Low
99,3,Yes,No,High,Low,Medium
111,4,No,Yes,High,High,High
84,5,Yes,No,High,Medium,High
99,5,No,No,Low,Medium,Medium
90,2,No,No,Low,Low,Medium
111,5,No,No,High,Low,Medium
100,10,No,No,High,Low,High
110,1,Yes,No,Medium,Low,High
116,7,Yes,No,Low,Medium,Medium
110,5,Yes,No,High,Low,Low
104,6,No,No,Medium,Medium,Low
85,9,No,No,Low,High,Low
99,3,No,No,Medium,High,High
92,1,No,No,Medium,Medium,High
94,8,Yes,No,High,Medium,Medium
94,2,Yes,No,Medium,Low,Medium
85,2,No,No,Low,Low,Medium
70,10,No,No,Low,Low,Medium
89,4,Yes,No,Medium,Low,Medium
102,5,Yes,No,High,Medium,High
79,1,No,No,Low,High,Medium
100,3,No,No,High,Medium,High
128,8,No,No,Low,Medium,Low
115,6,No,No,Low,Low,Low
124,3,Yes,Yes,Low,High,Medium
105,7,No,No,Low,High,High
117,6,Yes,No,High,Medium,Low
89,5,No,No,Medium,Low,Medium
90,8,No,No,High,Low,High
58,8,No,No,Low,High,High
117,3,Yes,No,Low,Medium,High
123,8,No,Yes,Medium,High,Medium
91,10,Yes,Yes,High,High,Medium
96,9,Yes,No,Medium,High,Medium
88,10,Yes,No,Medium,Low,High
105,3,No,No,Medium,Low,High
116,8,Yes,No,Low,Medium,Low
73,8,Yes,No,High,Low,Low
106,7,Yes,No,High,High,Medium
95,8,Yes,No,High,Low,Medium
101,1,No,No,High,High,Low
106,3,No,No,Medium,Low,High
97,6,No,No,Low,Medium,High
98,7,No,No,High,Low,High
96,7,No,No,Low,High,High
114,6,No,No,Medium,Low,Low
106,4,No,No,High,Low,Low
103,5,Yes,No,High,Medium,High
80,9,No,No,High,Low,Low
94,1,Yes,No,High,Low,Low
113,2,No,Yes,Low,High,Medium
100,5,No,No,Medium,Low,Medium
109,5,Yes,No,Low,Medium,Low
126,7,Yes,No,High,Low,Low
115,8,No,No,High,Low,Low
101,10,No,No,Medium,Low,Low
92,6,No,No,Low,Low,Medium
61,6,Yes,No,Medium,Medium,High
97,5,Yes,No,High,Medium,Medium
95,5,No,Yes,High,High,High
105,8,No,No,Low,Low,Medium
97,5,No,Yes,High,High,Medium
95,6,No,No,High,High,Low
73,3,No,No,Low,High,Medium
85,5,Yes,Yes,High,High,High
107,9,Yes,No,Medium,Low,Medium
125,3,No,Yes,Medium,High,High
98,8,No,No,High,High,Low
104,7,Yes,No,High,Low,Low
114,4,Yes,No,High,Low,Low
87,5,No,No,Low,Medium,Medium
105,8,Yes,No,High,Low,Medium
88,10,No,No,Low,Low,High
112,7,No,Yes,High,Low,Medium
102,10,No,Yes,High,High,Medium
104,10,No,No,Medium,Low,Low
88,2,No,No,Low,Low,Low
110,8,Yes,No,High,High,Low
131,8,No,No,Medium,Medium,Medium
84,9,No,No,High,Low,Medium
94,2,No,No,Medium,Medium,Low
103,4,No,No,High,Medium,Low
111,2,No,Yes,High,High,High
91,4,Yes,No,Medium,Low,High
57,3,No,No,Medium,Low,Low
120,7,No,Yes,High,Low,Medium
111,5,No,No,Medium,Low,High
73,7,Yes,No,Low,High,Medium
90,2,No,No,High,High,Low
123,4,No,Yes,High,Medium,High
121,6,Yes,No,Low,Medium,Medium
114,5,Yes,No,,Medium,Low
97,2,No,No,High,High,Low
101,7,No,No,Low,Low,Low
98,2,No,No,Medium,Low,Low
116,9,Yes,Yes,High,Low,Medium
86,7,No,No,High,Medium,Medium
87,3,No,No,Low,Low,Low
115,6,Yes,No,Medium,Medium,High
99,5,No,No,Medium,High,Low
120,9,No,Yes,High,High,Low
89,3,No,No,Low,Low,Low
99,2,No,No,Low,High,Low
86,2,Yes,No,High,Medium,Medium
100,4,Yes,No,High,Low,High
77,1,Yes,No,High,High,Low
92,9,Yes,No,Medium,High,Medium
78,3,No,No,Medium,Medium,High
110,5,Yes,No,Medium,Low,Medium
110,2,No,Yes,High,High,Medium
74,8,No,No,High,High,Low
120,3,No,No,Medium,High,Low
137,5,No,No,Medium,Low,Medium
100,7,No,No,High,Low,Medium
90,2,Yes,No,High,Medium,High
142,3,No,No,Medium,Medium,Medium
80,8,No,Yes,High,High,High
100,10,No,Yes,High,High,Medium
102,8,Yes,No,High,High,High
120,3,No,No,High,Low,Low
105,10,No,Yes,High,High,High
92,7,No,No,High,Medium,Medium
85,2,Yes,No,High,High,Low
94,9,No,No,Medium,High,Medium
84,8,No,No,Medium,Low,Medium
100,9,No,No,High,Medium,Medium
91,9,No,No,High,High,Low
77,7,No,Yes,High,High,Medium
118,4,No,No,Low,Low,Low
92,5,No,No,High,Low,High
80,7,No,No,Low,High,High
97,5,No,No,Medium,Medium,Low
101,10,Yes,No,Low,Medium,Low
73,8,No,No,Medium,Low,Medium
104,5,No,No,Low,High,Low
84,5,Yes,No,High,Low,Low
125,5,No,No,Medium,High,Low
107,4,Yes,No,Low,Medium,Low
94,7,Yes,No,Medium,Low,Low
88,2,No,No,Low,Medium,Low
98,10,No,Yes,High,High,High
109,4,Yes,No,Medium,Low,Low
99,3,Yes,No,Medium,Medium,Low
96,10,Yes,Yes,High,High,High
100,8,Yes,No,High,Low,High
90,7,Yes,No,High,Low,High
94,3,No,No,High,Medium,High
68,4,Yes,No,High,Medium,Low
114,4,Yes,Yes,Low,High,High
104,10,No,No,High,Medium,Low
88,7,No,No,High,Low,High
128,8,Yes,Yes,High,Medium,High
101,4,Yes,Yes,High,High,High
84,8,Yes,No,High,Medium,Medium
112,1,No,No,Low,Low,Low
105,9,Yes,No,Low,High,High
105,7,No,No,High,Low,Low
93,4,Yes,No,High,Low,Medium
106,8,No,No,Medium,Medium,High
96,10,No,No,High,Low,Medium
108,2,No,No,High,High,High
71,8,Yes,No,Low,Low,Low
93,10,Yes,Yes,High,High,High
125,6,No,No,High,Medium,Low
88,7,No,No,Low,High,Medium
90,7,No,No,High,Low,High
93,2,No,No,Medium,Medium,Medium
81,2,Yes,No,Medium,Low,High
66,4,No,No,Low,Medium,High
96,6,Yes,No,High,Low,High
102,4,No,No,Medium,Medium,High
99,6,No,No,Medium,High,Medium
97,5,Yes,Yes,High,High,Medium
100,6,No,No,Low,Low,Low
115,9,No,No,High,Medium,Low
97,6,No,No,High,Low,Low
91,6,No,No,High,High,Low
95,8,No,No,High,Low,Medium
108,5,No,No,Low,Medium,Medium
121,5,No,No,Low,Medium,Medium
90,10,No,No,High,High,Low
101,1,Yes,No,High,Low,High
105,6,Yes,No,Medium,High,Medium
85,1,No,No,High,Medium,Medium
100,8,No,No,High,High,Medium
78,10,Yes,No,High,Low,Medium
73,9,No,No,,High,Low
105,6,Yes,No,,Low,Medium
94,9,No,Yes,High,High,Medium
103,2,No,No,High,Low,High
99,9,Yes,No,Low,Low,Low
85,4,Yes,Yes,High,High,Medium
99,3,No,No,High,Low,Low
81,1,No,No,High,Medium,Low
120,1,No,Yes,High,High,Low
79,8,No,No,Low,Low,High
97,2,No,No,High,Medium,Medium
84,1,Yes,No,High,Low,Low
108,2,No,No,Medium,High,Medium
95,3,No,No,Medium,Low,Medium
92,4,Yes,No,High,High,Low
112,9,Yes,Yes,Medium,High,High
100,7,No,No,Medium,Low,Medium
107,5,No,No,Low,Medium,Low
85,5,Yes,No,High,Low,Low
78,6,No,No,High,Low,Medium
101,1,No,No,Low,High,High
95,6,Yes,No,High,Low,High
109,6,Yes,No,High,Low,High
98,5,No,No,Low,Low,Low
103,10,No,No,Medium,High,Low
75,9,Yes,No,High,High,Low
128,10,Yes,No,Medium,Medium,Low
97,10,Yes,No,High,Medium,Medium
110,5,Yes,No,Medium,Medium,Medium
87,9,Yes,No,Medium,Low,High
104,10,No,No,,Medium,Low
80,7,No,No,Medium,Medium,Medium
106,3,No,No,High,Medium,Low
94,9,Yes,No,Low,High,High
100,10,No,No,Medium,Medium,Low
110,7,Yes,No,High,Medium,High
81,4,Yes,No,Low,Low,High
89,9,No,No,Medium,Low,High
106,6,Yes,No,Low,Low,Low
131,9,Yes,No,Medium,Low,Medium
97,4,No,No,High,Low,Medium
108,10,No,No,Low,Low,Low
98,2,Yes,No,High,Medium,High
129,9,Yes,No,Medium,Low,Medium
73,10,No,No,Low,Low,High
101,4,No,No,High,High,Medium
75,2,No,No,Medium,Low,Low
62,7,No,No,Medium,High,Low
104,7,Yes,No,Low,High,Low
102,5,Yes,No,High,Low,Low
95,5,Yes,No,High,Medium,Medium
98,8,Yes,No,Low,Medium,Low
146,6,Yes,No,Medium,Medium,Medium
96,1,No,No,High,Medium,Low
107,4,Yes,No,High,Medium,Low
90,1,Yes,No,Medium,Medium,High
104,5,No,No,Medium,Medium,Low
96,5,Yes,No,Low,Medium,Medium
93,4,Yes,No,High,Medium,Medium
127,9,No,No,High,Low,Low
117,8,Yes,No,Medium,High,Low
102,10,No,No,Medium,Medium,High
65,3,No,Yes,High,High,Medium
94,5,No,No,High,Medium,Medium
140,6,No,No,High,Low,Medium
96,5,Yes,No,Medium,Low,High
116,8,No,No,High,Medium,Low
121,5,Yes,No,Medium,Medium,Medium
103,8,No,No,Medium,High,Low
87,10,No,No,,Medium,Medium
63,10,No,No,High,Medium,High
110,3,No,No,High,Medium,Low
87,5,No,No,High,High,High
102,4,Yes,No,Medium,Medium,Medium
81,6,No,No,Low,Low,Low
96,3,No,No,Medium,Low,Medium
100,10,No,No,High,High,Low
104,4,No,No,Medium,Low,Medium
83,4,No,No,High,Low,Medium
117,5,No,No,Low,Low,Medium
91,6,No,No,High,Low,Medium
74,2,Yes,No,High,Low,Medium
98,10,No,No,Medium,Medium,High
100,8,Yes,No,High,High,Low
102,4,No,No,High,Medium,Medium
120,7,No,No,Low,High,Low
96,7,Yes,No,Low,High,Medium
98,10,No,No,Low,Medium,High
83,2,Yes,No,High,High,Low
112,7,Yes,No,Medium,Low,Low
102,1,No,No,High,Medium,Medium
93,2,No,No,Medium,Medium,Medium
71,5,No,No,High,Low,Medium
121,8,Yes,Yes,High,Low,Medium
81,7,No,No,Medium,High,Medium
91,3,Yes,No,Medium,High,Medium
105,10,Yes,No,Low,High,High
82,9,No,No,Medium,Medium,High
77,5,Yes,No,High,High,High
68,3,Yes,No,Medium,High,Low
110,7,No,No,High,Low,Low
91,4,No,No,High,Low,Low
143,1,No,Yes,High,High,Low
85,5,No,No,Medium,Low,High
86,8,Yes,No,High,Low,Low
91,4,No,No,Medium,Medium,High
103,7,No,No,Low,Low,Medium
92,8,No,No,Medium,Low,Low
109,9,No,No,Low,Medium,High
85,9,No,No,Medium,Medium,Low
79,5,No,No,High,Medium,Medium
73,6,No,No,High,Medium,Low
66,7,No,No,Medium,Low,Low
92,10,No,Yes,High,High,High
95,2,Yes,No,Low,High,Low
90,9,Yes,No,Low,Low,High
118,1,Yes,No,High,Medium,High
118,6,No,Yes,High,Low,Medium
94,6,No,No,Low,Medium,Medium
73,7,No,No,Low,Low,High
91,2,Yes,No,High,High,Low
91,6,Yes,No,Medium,Low,Medium
90,6,Yes,No,High,Medium,Low
89,9,Yes,No,High,Low,High
90,8,Yes,No,Low,High,Medium
94,5,No,Yes,High,High,Medium
90,7,No,No,Medium,High,Medium
103,7,Yes,No,High,Medium,High
105,5,Yes,No,High,High,Low
86,7,No,No,High,Low,Low
119,3,Yes,No,High,High,Low
85,7,No,No,High,Low,Medium
75,6,Yes,No,Medium,Medium,Medium
105,6,No,No,High,Low,Medium
87,2,No,No,High,Low,High
104,2,No,No,Medium,Low,Low
63,7,No,No,High,Low,Low
120,1,Yes,No,Low,Low,Medium
110,9,No,Yes,High,High,High
77,3,Yes,No,High,Low,Low
77,6,No,No,Medium,Medium,Low
125,3,Yes,No,Medium,Low,Low
88,9,No,No,Medium,Low,Low
87,10,Yes,No,High,Medium,High
66,7,Yes,No,Low,High,Low
94,1,No,No,High,High,Low
96,4,No,No,High,Low,High
110,5,Yes,No,High,Low,Medium
79,7,Yes,No,High,Low,High
77,7,Yes,No,High,Low,Medium
106,5,Yes,No,Low,Low,Low
115,1,Yes,No,Medium,Low,Medium
76,5,No,No,Low,Medium,High
116,5,Yes,Yes,High,High,Medium
100,4,Yes,Yes,High,High,High
116,6,No,Yes,High,Medium,High
98,8,No,No,High,Low,Low
62,10,No,No,Medium,High,High
97,5,Yes,No,Low,Low,High
115,8,No,No,Medium,High,Low
86,5,No,No,Low,High,High
94,3,No,Yes,High,High,Medium
97,8,No,No,Low,Medium,Low
56,4,Yes,Yes,High,High,High
125,3,Yes,Yes,High,High,Low
86,3,No,No,High,Medium,Low
107,6,No,No,Low,Medium,High
98,8,No,No,Medium,Medium,Low
118,10,No,No,Medium,Low,Medium
106,5,No,Yes,High,High,High
96,1,No,No,Low,Low,Low
86,1,No,Yes,High,High,Medium
111,3,Yes,Yes,High,High,Medium
71,6,No,No,Low,Low,Low
109,2,No,Yes,High,High,High
83,1,Yes,No,High,Medium,High
118,7,Yes,No,High,Medium,Low
102,2,No,No,Low,High,Medium
109,8,Yes,No,Medium,High,High
101,2,No,No,Medium,Medium,Medium
73,1,Yes,No,Medium,High,High
87,10,No,No,High,Low,Medium
110,2,No,Yes,High,High,High
102,2,No,Yes,High,High,Medium
117,7,No,No,Low,Medium,Medium
106,1,No,No,Low,Medium,Low
85,3,No,No,High,Medium,High
88,5,No,No,Medium,Low,Low
101,7,No,No,Medium,Medium,Low
65,6,No,No,Medium,Low,Low
125,8,No,No,Low,Low,High
106,1,Yes,No,High,Medium,High
118,7,No,No,Medium,Medium,Low
76,9,No,No,High,Low,Medium
118,7,No,No,High,Low,Low
133,6,Yes,No,Medium,Low,Medium
80,9,Yes,No,High,Medium,Low
111,4,Yes,No,Medium,Low,Low
100,10,No,No,High,High,Low
76,6,Yes,No,Medium,Low,Low
107,6,No,No,High,High,High
112,10,No,No,Medium,Low,Medium
90,3,No,No,High,Medium,High
117,7,No,No,High,Low,Medium
74,1,No,No,Medium,Medium,High
77,8,Yes,No,High,Medium,Medium
102,8,Yes,No,Medium,High,Low
100,8,No,No,Medium,Low,Medium
89,9,Yes,Yes,High,High,Medium
112,4,Yes,Yes,High,Medium,High
107,6,Yes,No,High,Medium,Medium
112,7,No,No,Medium,Low,High
98,2,No,No,,Medium,Medium
109,6,Yes,No,High,Medium,High
93,8,No,No,Low,High,High
130,4,No,Yes,Medium,High,Medium
87,5,No,No,,Medium,Medium
131,8,Yes,Yes,High,High,Low
100,3,Yes,No,High,Medium,Low
79,6,Yes,No,Medium,High,Low
120,1,No,Yes,High,Medium,High
101,4,Yes,Yes,High,High,Medium
112,6,Yes,No,Medium,Low,Medium
118,3,Yes,No,High,Medium,Low
105,1,No,No,High,Low,Low
91,6,No,No,Medium,Low,Medium
114,3,No,No,High,Low,Low
100,8,No,No,High,Low,Medium
110,7,No,No,High,Medium,High
67,7,Yes,Yes,High,High,Medium
106,8,No,No,High,Medium,Low
90,7,No,No,Medium,Low,Low
124,5,Yes,Yes,High,High,Medium
109,10,No,No,Medium,Low,Low
103,8,Yes,No,Medium,Medium,Medium
107,8,No,No,High,High,Medium
85,8,Yes,No,Low,High,Low
124,10,No,No,High,Medium,Low
129,6,Yes,No,Medium,Low,Low
105,2,Yes,No,Medium,Medium,Low
123,8,No,Yes,High,Low,High
91,10,No,No,High,Low,Low
88,1,No,No,High,Low,High
100,9,No,No,High,Medium,Low
106,9,No,No,High,Low,Medium
94,6,No,No,High,Medium,Medium
108,10,Yes,No,High,High,High
104,6,Yes,No,High,Medium,Medium
85,6,Yes,No,Medium,Low,Low
107,4,No,No,High,Low,Low
112,1,No,No,Medium,Low,Low
102,1,Yes,No,High,Medium,High
117,1,No,No,Low,Low,Low
81,5,Yes,No,High,Medium,High
107,7,No,No,High,High,Low
82,1,No,No,,Medium,Low
83,1,No,No,High,Low,High
90,6,Yes,No,High,Low,Medium
85,2,Yes,No,Medium,Medium,Low
91,2,No,Yes,High,High,High
96,7,No,No,High,Low,Low
112,9,No,Yes,High,Medium,Medium
95,8,No,No,Medium,Low,Low
76,2,Yes,No,High,High,Low
117,7,No,Yes,High,Medium,Medium
87,5,No,No,High,Medium,High
99,10,No,No,High,Low,High
106,4,No,No,High,Low,Low
102,10,No,No,Low,High,Medium
116,4,No,Yes,High,Low,High
107,4,Yes,No,High,Low,High
87,9,Yes,No,Low,Low,High
132,7,Yes,No,Low,Low,Low
102,7,No,No,Low,Medium,Low
97,4,No,No,High,Medium,High
114,9,No,No,Low,Medium,Medium
103,8,Yes,No,Medium,Low,Low
105,10,Yes,No,Medium,Medium,High
137,4,Yes,No,High,Low,Medium
95,6,No,No,High,Medium,High
95,4,No,No,High,Low,High
101,1,No,No,Medium,High,Low
116,5,No,Yes,Medium,High,High
77,10,Yes,No,Medium,Low,High
70,3,Yes,No,High,Low,Medium
91,1,No,No,Medium,High,Low
75,2,No,No,Medium,Low,High
93,2,Yes,No,High,Medium,Medium
107,8,No,No,Medium,High,Medium
86,4,No,No,High,Low,High
78,3,No,No,Medium,Low,High
101,4,No,Yes,High,High,High
112,10,Yes,No,Low,Low,Medium
74,1,Yes,No,Medium,Medium,Medium
112,1,No,No,Medium,Low,Medium
112,5,Yes,Yes,High,Low,High
114,7,Yes,Yes,,Medium,High
118,9,No,Yes,High,High,Medium
133,7,No,Yes,High,Medium,Medium
94,5,No,Yes,High,High,High
101,3,No,Yes,,High,Medium
93,8,Yes,No,High,Low,Medium
100,7,No,No,Low,High,Medium
122,4,No,Yes,High,Medium,High
79,1,No,No,High,High,Low
87,3,Yes,No,Low,High,High
120,8,No,Yes,Low,High,Medium
115,2,No,Yes,High,Medium,High
94,9,No,Yes,High,High,Medium
112,4,No,Yes,High,High,Medium
105,7,No,No,High,Low,Medium
122,10,Yes,Yes,High,High,Medium
101,7,Yes,No,Low,Medium,High
115,8,Yes,Yes,Medium,High,Medium
139,7,No,No,Low,High,Low
108,4,No,No,Low,High,Medium
100,7,No,No,Low,High,High
110,5,No,No,High,Medium,Low
94,10,No,Yes,High,High,High
135,7,No,Yes,High,Low,Medium
102,3,No,No,High,High,Medium
95,10,No,No,High,Low,High
87,7,No,No,Medium,High,High
116,7,Yes,Yes,High,High,Medium
113,2,Yes,Yes,Medium,High,Medium
92,8,No,No,Medium,Low,Low
108,7,No,No,High,Low,High
77,9,Yes,No,Medium,Low,Medium
102,4,Yes,No,Medium,High,Low
106,9,No,No,Medium,High,Medium
125,1,No,Yes,High,Low,Medium
88,5,No,No,,Low,High
80,10,No,No,Low,Low,Medium
86,7,Yes,No,High,High,Low
79,4,No,No,Low,High,Medium
120,7,No,No,Medium,Low,High
123,9,No,Yes,Low,High,Medium
104,5,Yes,No,High,Low,High
118,5,No,No,Low,Medium,High
102,2,No,No,High,Medium,Low
98,5,Yes,No,Medium,Medium,Medium
95,8,No,No,Low,High,Medium
95,4,Yes,Yes,High,High,Medium
76,2,Yes,No,Medium,Medium,Low
103,8,No,No,Low,High,Low
99,4,Yes,No,Medium,Medium,Low
111,5,Yes,No,High,Low,Medium
101,7,No,No,High,Low,High
97,5,No,No,Low,Medium,Medium
86,10,No,No,Low,High,High
101,4,Yes,No,High,Low,Low
111,7,Yes,No,Medium,Medium,Medium
82,4,No,No,High,Low,High
101,10,No,No,High,Low,High
103,4,No,No,High,High,Low
89,2,No,No,Medium,Medium,Low
91,5,No,No,High,Medium,Medium
103,8,No,No,High,Medium,Low
82,4,Yes,No,High,High,Low
105,2,Yes,No,High,Low,Low
86,9,No,No,High,Low,Medium
115,6,No,No,Medium,Medium,Low
135,3,Yes,No,Medium,Medium,High
87,10,No,Yes,High,High,Medium
108,5,Yes,No,Medium,High,High
89,6,No,No,High,Low,Low
115,9,Yes,Yes,High,High,Medium
81,5,No,No,High,High,Low
107,9,Yes,No,High,Medium,Low
86,1,No,No,Medium,Low,High
96,10,Yes,No,Low,High,Medium
84,4,No,No,High,High,Low
112,1,No,Yes,High,High,High
87,2,Yes,No,High,High,Medium
108,2,Yes,No,Low,High,Low
94,10,No,No,,Medium,Medium
98,5,Yes,No,,Low,High
102,1,No,No,High,High,Medium
88,10,Yes,No,High,Medium,High
103,3,Yes,No,High,Low,High
122,6,Yes,No,High,Low,Low
88,1,Yes,No,,Medium,Medium
117,1,No,No,Low,Low,Medium
122,3,No,No,High,Low,High
87,9,No,Yes,High,High,High
78,2,No,No,High,Medium,High
104,6,Yes,Yes,High,High,High
91,3,No,Yes,High,High,Medium
128,6,Yes,No,Medium,Low,Medium
100,7,Yes,No,High,Medium,Medium
87,7,Yes,No,Medium,Medium,Medium
82,2,No,No,Medium,High,High
116,3,No,No,Medium,Low,Medium
91,4,No,No,High,Low,High
100,8,No,No,High,Medium,High
114,5,No,No,Medium,Low,Medium
92,1,No,No,Low,Medium,High
99,9,Yes,No,High,Medium,High
99,1,Yes,Yes,High,High,High
110,2,No,No,High,Low,Low
